label,region,treatment
Tomato_Early_blight,South America,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_Early_blight,Australia,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_healthy,Asia,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,Africa,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,Europe,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,North America,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,South America,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,Australia,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_Late_blight,Asia,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,Africa,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,Europe,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,North America,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,South America,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,Australia,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Leaf_Mold,Asia,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,Africa,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,Europe,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,North America,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,South America,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Leaf_Mold,Australia,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «دیفناکونازول ۱۰٪ EC». دوز: ۰.۳–۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تهویه و کاهش رطوبت برگ‌ها بسیار مهم است.
Tomato_Septoria_leaf_spot,Asia,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,Africa,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,Europe,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,North America,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,South America,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Septoria_leaf_spot,Australia,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کلروتالونیل ۷۵٪ WP». دوز: ۲ گرم/لیتر. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. تناوب با «مانکوزب ۸۰٪ WP».
Tomato_Spider_mites_Two_spotted_spider_mite,Asia,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,Africa,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,Europe,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,North America,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,South America,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Tomato_Spider_mites_Two_spotted_spider_mite,Australia,کاهش تنش آبی، دوش آب پرفشار زیر برگ‌ها، حذف برگ‌های به‌شدت آلوده. دارو: «آبامکتین ۱.۸٪ EC». دوز: ۰.۵ میلی‌لیتر/لیتر. فاصله تکرار: ۷ روز. دوره مصرف: ۱۴ روز. تناوب با «اسپیرو مِسیفِن ۲۴٪ SC» (۰.۶ میلی‌لیتر/لیتر) برای جلوگیری از مقاومت.
Pepper__bell___Bacterial_spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Pepper__bell___Bacterial_spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Pepper__bell___Bacterial_spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Pepper__bell___Bacterial_spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Pepper__bell___Bacterial_spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Pepper__bell___Bacterial_spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Pepper__bell___Bacterial_spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Pepper__bell___Bacterial_spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Pepper__bell___Bacterial_spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Pepper__bell___Bacterial_spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Pepper__bell___Bacterial_spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Pepper__bell___Bacterial_spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Pepper__bell___Bacterial_spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Pepper__bell___Bacterial_spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Pepper__bell___Bacterial_spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Pepper__bell___Bacterial_spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Pepper__bell___Bacterial_spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Pepper__bell___Bacterial_spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Pepper__bell___healthy,Iran,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Pepper__bell___healthy,Oman,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Pepper__bell___healthy,India,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Pepper__bell___healthy,Iran,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Pepper__bell___healthy,Oman,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Pepper__bell___healthy,India,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Pepper__bell___healthy,Iran,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Pepper__bell___healthy,Oman,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Pepper__bell___healthy,India,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Pepper__bell___healthy,Iran,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Pepper__bell___healthy,Oman,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Pepper__bell___healthy,India,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Pepper__bell___healthy,Iran,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Pepper__bell___healthy,Oman,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Pepper__bell___healthy,India,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
